cluster_id,cluster_type,record_count,canonical_email_id,datasets_involved,member_email_ids,evidence
exact_cluster_e062b6382ed8a787,exact_normalized_full,2,email_ee3914e0a89fe75979c70af32cbec02f,enron,email_7ade37d8e7d390acb7a2fd9687780c61|email_ee3914e0a89fe75979c70af32cbec02f,"raw_hashes=2, full_hashes=1, body_hashes=1"
exact_cluster_6ec4669483a31fbc,exact_normalized_full,2,email_9a312f573f98415505f2d5a856f2c452,enron,email_9a312f573f98415505f2d5a856f2c452|email_a273b77163286562b9b325928fe7aec9,"raw_hashes=2, full_hashes=1, body_hashes=1"
exact_cluster_cec00ba929df7827,exact_normalized_full,2,email_2fedaf19047011d922dd666ba512112b,enron,email_2fedaf19047011d922dd666ba512112b|email_e12aaab45e58faf6f917e128c6370dc8,"raw_hashes=2, full_hashes=1, body_hashes=1"
exact_cluster_5454abc76df2ea31,exact_normalized_full,2,email_7d5d5c964d739a70947eefa79f1005d2,enron,email_7d5d5c964d739a70947eefa79f1005d2|email_827b49d157ebc7e3bb8639c7fc60558f,"raw_hashes=2, full_hashes=1, body_hashes=1"
exact_cluster_de02460016a01a0a,exact_normalized_full,2,email_d6f3011fffc89b2ac4fa01e8ca793b0a,enron,email_5711f1b1cd4e4c2c562342f81bee38e0|email_d6f3011fffc89b2ac4fa01e8ca793b0a,"raw_hashes=2, full_hashes=1, body_hashes=1"
exact_cluster_f5a53a03bd2c19b0,exact_normalized_full,2,email_7b040f77cccc1152981dd234214d8175,enron,email_118c30e9922c91cbe5f8282074cf8489|email_7b040f77cccc1152981dd234214d8175,"raw_hashes=2, full_hashes=1, body_hashes=1"
exact_cluster_8cf4587ec71a3dd4,exact_normalized_full,2,email_2324bdec9cf8a7b392d80c2d39ae8c04,enron,email_2324bdec9cf8a7b392d80c2d39ae8c04|email_8180196071ccb0c8c020860837f11213,"raw_hashes=2, full_hashes=1, body_hashes=1"
exact_cluster_aace902036f13577,exact_normalized_full,2,email_014f9488256717d7fda2e16cbf5008b8,enron,email_014f9488256717d7fda2e16cbf5008b8|email_b5159e0b7b4bcaac115226ba80a066fd,"raw_hashes=2, full_hashes=1, body_hashes=1"
exact_cluster_651280f6ee189b76,exact_normalized_full,4,email_e36ee26857505808560ddee2c21a6efc,enron,email_2401a74067c1318edbdc16ef7ddd42f4|email_95a65499da77fa1ea8ff163305153d1f|email_bf11f1937957e7a9e51f445e74640f0b|email_e36ee26857505808560ddee2c21a6efc,"raw_hashes=4, full_hashes=1, body_hashes=1"
exact_cluster_7eae53fbff98501d,exact_normalized_full,2,email_4eee4c250c1fb3f9a4dc05edc3ff9347,enron,email_2237c93b39754bc327334ed7f1cd30ed|email_4eee4c250c1fb3f9a4dc05edc3ff9347,"raw_hashes=2, full_hashes=1, body_hashes=1"
exact_cluster_5da67cf7fbec1f92,exact_normalized_body,2,email_6f768c080a9929e4c1198da7c5b0c85d,epvme|trec07,email_6f768c080a9929e4c1198da7c5b0c85d|email_a27dedef3070ffe688f1e452556b088e,"raw_hashes=2, full_hashes=2, body_hashes=1"
exact_cluster_0a07c96b5c9fc6d6,exact_normalized_body,3,email_9f15a1da25c02b1e8ec98c4733dab5ed,epvme|trec07,email_3300412cedbab0b6cda74839db6c6026|email_9f15a1da25c02b1e8ec98c4733dab5ed|email_fe58800885ac915ef0407d5ba32a0f82,"raw_hashes=3, full_hashes=3, body_hashes=1"
exact_cluster_ae8e6fe39c21918b,exact_normalized_body,2,email_a32db82c635ba28f87f38e15c7360635,trec07,email_a32db82c635ba28f87f38e15c7360635|email_f758b127dd6bf2fb50ebed54b87c53f3,"raw_hashes=2, full_hashes=2, body_hashes=1"
exact_cluster_235e6d3829790689,exact_normalized_body,2,email_af49b87c2b5ce421653bf20a22eb0761,epvme|trec07,email_af49b87c2b5ce421653bf20a22eb0761|email_e23863eb172a24d8dc04a25aab74f923,"raw_hashes=2, full_hashes=2, body_hashes=1"
exact_cluster_1b963b2ffe809d00,exact_normalized_body,2,email_5592a7f5e663980e1a00a26b32e6acf3,epvme|trec07,email_5592a7f5e663980e1a00a26b32e6acf3|email_d18298eadf6a5fab818464ad14f2ec51,"raw_hashes=2, full_hashes=2, body_hashes=1"
exact_cluster_f1a42237841a931f,exact_normalized_body,19,email_e931a5267edd4414a6832f97bb7be981,epvme|trec07,email_020e979cf16c53e9cdd57976cf8d16e3|email_173a731874b7ccee5f17bde854fa08fd|email_187091643303fbf722403a29ed64241c|email_2e521c950bb0a6d068a859f07cc31540|email_63a32c6d38aebb5aac95d02194d756c4|email_67f7c94df293812c6b03a0ff7d08242c|email_6cd46110a176b138943826828bc996b3|email_74dce4dfce4da76b6d8e7922cb7514e1|email_7544ba4ed10045f91a7e2258a9ff5b70|email_7937e0fd1ff663efeb6ab76bdee4793f|email_814e4215905b3f212150b71c6672ec4a|email_aa0a25fe43be61146015c0e12001d2d9|email_ae151f1e17f706ed3bfd56392e0c8cba|email_b9bba053180aed81c1c0fb92ae48f834|email_bba7eb61466469c0372346c9011c317c|email_d0a5ecc494c8781384a6d26dec1d39e2|email_dbfddf3b119f2b8963b6ac0fc6566daa|email_e931a5267edd4414a6832f97bb7be981|email_f6d097eb02ba0206c0f06acb54da4b64,"raw_hashes=19, full_hashes=19, body_hashes=1"
exact_cluster_bc441afa3650b4b5,exact_normalized_body,2,email_9c69110af1a90e4d80b9c69c1ec9049d,trec07,email_50fbe29f7154a2c496e699d314eb03fb|email_9c69110af1a90e4d80b9c69c1ec9049d,"raw_hashes=2, full_hashes=2, body_hashes=1"
exact_cluster_7f83a12d5e8b97dd,exact_normalized_body,2,email_5835b2539be5c7c9b354c24572d28a7f,epvme|trec07,email_5835b2539be5c7c9b354c24572d28a7f|email_fa36ac08f7d9ec1de10615adc483566f,"raw_hashes=2, full_hashes=2, body_hashes=1"
exact_cluster_0811e23c40c85e29,exact_normalized_body,2,email_31520956b0e64e85362bcd65b98cf0c8,epvme|trec07,email_150cfb9abba09b7c23273f69ebfb65a1|email_31520956b0e64e85362bcd65b98cf0c8,"raw_hashes=2, full_hashes=2, body_hashes=1"
exact_cluster_f830f3aec411bb72,exact_normalized_body,2,email_d4d20baf013127fca608c1347dfb8824,epvme|trec07,email_bde1bd7616196229cfa0d82968bf3c63|email_d4d20baf013127fca608c1347dfb8824,"raw_hashes=2, full_hashes=2, body_hashes=1"
exact_cluster_ba306ee34d33f8b1,exact_normalized_body,2,email_f710b012fe45894b4a4c97667ff2297b,epvme|trec07,email_82790f6d0a78ff839842ec1f23626463|email_f710b012fe45894b4a4c97667ff2297b,"raw_hashes=2, full_hashes=2, body_hashes=1"
exact_cluster_2d8f7304fa162cab,exact_normalized_body,2,email_9ec0ad9c218920953bb8aa68433d8fba,epvme|trec07,email_9ec0ad9c218920953bb8aa68433d8fba|email_9f880f990019766fe848674e4d587d21,"raw_hashes=2, full_hashes=2, body_hashes=1"
exact_cluster_c77d9136a5275a27,exact_normalized_body,2,email_c16f903b07dac7cc71759d04048f7f51,epvme|trec07,email_0957d49df7dc68a8eb0b6dd16318c3e3|email_c16f903b07dac7cc71759d04048f7f51,"raw_hashes=2, full_hashes=2, body_hashes=1"
exact_cluster_2b7683d2023d8903,exact_normalized_body,2,email_acf6d14c6db7f55bafedd42a3ecd6170,epvme|trec07,email_acf6d14c6db7f55bafedd42a3ecd6170|email_ed6ae0863164c86f11fdc159f0b006b1,"raw_hashes=2, full_hashes=2, body_hashes=1"
exact_cluster_a9e63e8675bb4cd9,exact_normalized_body,4,email_59ed81c43429131108fe7d2a6061c2f8,epvme|trec07,email_1ffd210d8fca7447f57a44d9f32afaaa|email_59ed81c43429131108fe7d2a6061c2f8|email_74e616a1827d04832b88456e8c5b504c|email_e862709e3a48d38ea32eb377a306fc2a,"raw_hashes=4, full_hashes=4, body_hashes=1"
exact_cluster_10fdc06332839ac3,exact_normalized_body,2,email_4983ece90646cae1c5f538e5e21b7c2f,epvme|trec07,email_4983ece90646cae1c5f538e5e21b7c2f|email_e7dfc3c0f20919d403276a5cd2d498f3,"raw_hashes=2, full_hashes=2, body_hashes=1"
exact_cluster_e0f8b4a45f435536,exact_normalized_body,2,email_8a96d82063bbcfdfbcb3ce9a8aa5ad92,epvme|trec07,email_0133a8b524ffe5b283ba0e7f6ef3489b|email_8a96d82063bbcfdfbcb3ce9a8aa5ad92,"raw_hashes=2, full_hashes=2, body_hashes=1"
exact_cluster_2d19d6aad2baf163,exact_normalized_body,3,email_b539f16f7df3d4b318451d8fac4c4375,epvme|trec07,email_606517730aff144bc9e6da7c3c5619bc|email_8246d87227859aabb229d9dbbe4d1172|email_b539f16f7df3d4b318451d8fac4c4375,"raw_hashes=3, full_hashes=3, body_hashes=1"
exact_cluster_587fa0f9307690f8,exact_normalized_body,2,email_22abd3d0e324e169e9ba5a78fea0d59b,epvme|trec07,email_22abd3d0e324e169e9ba5a78fea0d59b|email_2df8ddb47e5c9809c3dc6ab08dbc0806,"raw_hashes=2, full_hashes=2, body_hashes=1"
exact_cluster_00a772b70f81f248,exact_normalized_body,2,email_56a2334c487b84b851e4dc55ad29addb,epvme|trec07,email_56a2334c487b84b851e4dc55ad29addb|email_ac3d064f5d77aadeb2438b15aecda287,"raw_hashes=2, full_hashes=2, body_hashes=1"
exact_cluster_2f00ebf6adb0c91f,exact_normalized_body,2,email_0a326d1bbf289693b397ae4863527295,epvme|trec07,email_0a326d1bbf289693b397ae4863527295|email_0bf277ea0235303bf888931b8a6e1940,"raw_hashes=2, full_hashes=2, body_hashes=1"
exact_cluster_0d240e65914cf655,exact_normalized_body,2,email_9d66b4d6c4e9ad2cc4c288a9f99ca3fa,epvme|trec07,email_9d66b4d6c4e9ad2cc4c288a9f99ca3fa|email_e8fd1031c670f8b8d27e76c28ee1bf33,"raw_hashes=2, full_hashes=2, body_hashes=1"
exact_cluster_6850bb805dfaa878,exact_normalized_body,2,email_c49ae34a6222ff41d93f570cdb584545,epvme|trec07,email_8ec1102f96be9b8087cc30f607074a74|email_c49ae34a6222ff41d93f570cdb584545,"raw_hashes=2, full_hashes=2, body_hashes=1"
exact_cluster_63cea7c498ba0c03,exact_normalized_body,2,email_c6c41f291174206eacecfec286a393c6,epvme|trec07,email_c6c41f291174206eacecfec286a393c6|email_c86474b490bc33d2d01acae28fc7169a,"raw_hashes=2, full_hashes=2, body_hashes=1"
exact_cluster_edd454b2dbe0be0c,exact_normalized_body,2,email_df5e2d630ac5b566a0dee182e09ee26c,epvme|trec07,email_df5e2d630ac5b566a0dee182e09ee26c|email_ea0f2d04bf9d131514eb04b946bb53f8,"raw_hashes=2, full_hashes=2, body_hashes=1"
exact_cluster_da2cd698acefda07,exact_normalized_body,2,email_d1250a33dcb7d8988e9cc1577873d222,epvme|trec07,email_a1c534535b1f51e95a7a41cada01318c|email_d1250a33dcb7d8988e9cc1577873d222,"raw_hashes=2, full_hashes=2, body_hashes=1"
exact_cluster_beeb366cf69e7b32,exact_normalized_body,2,email_93642838778203f1d9415f3ab7aa48ae,epvme|trec07,email_93642838778203f1d9415f3ab7aa48ae|email_a7b79b4265c3963707852bd1629088a5,"raw_hashes=2, full_hashes=2, body_hashes=1"
exact_cluster_e12152e7b88cbb1f,exact_normalized_body,2,email_2ff708abc14e099ccd83451b2cb79a42,epvme|trec07,email_2ff708abc14e099ccd83451b2cb79a42|email_d73803e13491d1acb907e22fbbaf29db,"raw_hashes=2, full_hashes=2, body_hashes=1"
exact_cluster_8f885ed9e69de917,exact_normalized_body,2,email_a86bc3e20ad8fd4b7d73b9e3781edbb3,epvme|trec07,email_a86bc3e20ad8fd4b7d73b9e3781edbb3|email_ba0cd20e747f2acd09be169f567f7365,"raw_hashes=2, full_hashes=2, body_hashes=1"
exact_cluster_c5ebfa31f58f5432,exact_normalized_body,2,email_97e5249b089e14b5f6d4d873b51388fd,epvme|trec07,email_97e5249b089e14b5f6d4d873b51388fd|email_de71021fd3e19f8186f46f810ad07bc1,"raw_hashes=2, full_hashes=2, body_hashes=1"
exact_cluster_353296b35cade540,exact_normalized_body,2,email_a32b2ca9f2913e9525bc082701270b92,trec07,email_6d7500301329e0789811a8cce15d2380|email_a32b2ca9f2913e9525bc082701270b92,"raw_hashes=2, full_hashes=2, body_hashes=1"
exact_cluster_1e9abdb5212dc177,exact_normalized_body,2,email_2cf5246eb6a27781b18e4604418bec08,epvme|trec07,email_2cf5246eb6a27781b18e4604418bec08|email_3379855f972ae797cd9b8ed4ecfbe9d2,"raw_hashes=2, full_hashes=2, body_hashes=1"
exact_cluster_b472533fe7a89ad2,exact_normalized_body,2,email_22f8c5f4f4446efcd154180281ff0f06,trec07,email_22f8c5f4f4446efcd154180281ff0f06|email_680b457731b332d8c3a45692436568ad,"raw_hashes=2, full_hashes=2, body_hashes=1"
exact_cluster_36e63aa623168524,exact_normalized_body,2,email_9a76fa8429bb3aa67e383af7d3602f24,epvme|trec07,email_3dc63543d37dd2a9d7d725bc702cf302|email_9a76fa8429bb3aa67e383af7d3602f24,"raw_hashes=2, full_hashes=2, body_hashes=1"
exact_cluster_01901d4f1736f550,exact_normalized_body,2,email_ae0e290b93ed0dea98d7eb58c7e9ba1a,epvme|trec07,email_ae0e290b93ed0dea98d7eb58c7e9ba1a|email_e4ce34802c5c3821c13517a39f2b9e7e,"raw_hashes=2, full_hashes=2, body_hashes=1"
exact_cluster_c7ef4e4616bd22a9,exact_normalized_body,2,email_8fd8b3e8de9445280896e9b026916b48,epvme|trec07,email_44840001920f64ed3a54cd0db41a3700|email_8fd8b3e8de9445280896e9b026916b48,"raw_hashes=2, full_hashes=2, body_hashes=1"
exact_cluster_c0ccee6de51e0188,exact_normalized_body,2,email_8386c0d4224ac349c4fee99f9787f5a0,epvme|trec07,email_643c5d4a484f507ab0b741e71c7f7425|email_8386c0d4224ac349c4fee99f9787f5a0,"raw_hashes=2, full_hashes=2, body_hashes=1"
exact_cluster_6c187d850ab3526a,exact_normalized_body,2,email_cf404db3717a5e19836fcbc786bdf709,epvme|trec07,email_b6b88dfb370b615d62f302a07f0b9d67|email_cf404db3717a5e19836fcbc786bdf709,"raw_hashes=2, full_hashes=2, body_hashes=1"
exact_cluster_42d29e0dfd34ca71,exact_normalized_body,2,email_d3ec05283a3b2a035ea115a279243b92,epvme|trec07,email_bf3333227e92daa38f5d3d9f3044485b|email_d3ec05283a3b2a035ea115a279243b92,"raw_hashes=2, full_hashes=2, body_hashes=1"
exact_cluster_5b815bf8b9b731cc,exact_normalized_body,2,email_f74e028a338b2853f9eacfd4ae2b7916,epvme|trec07,email_ddc23d5fd31d3c0b6e2c07887672838d|email_f74e028a338b2853f9eacfd4ae2b7916,"raw_hashes=2, full_hashes=2, body_hashes=1"
exact_cluster_d1c4fef5db72aba8,exact_normalized_full,8,email_2b5a1697825bf47a15c6c4c66193d1eb,nazario,email_024ee0a54c51653892dc938df1582715|email_075d908179a221ff8f4d349f2a6b8d98|email_2b5a1697825bf47a15c6c4c66193d1eb|email_547596dcd288887e076e60d6b2276e89|email_736b3224c45ddcf89d261072d0a29508|email_ade2f533c295bed1859e728beb8f19e0|email_c4a7bc0068b654e7527bf186293d4ebd|email_fe7efc833d9cadc77c43d517bebd2ebe,"raw_hashes=8, full_hashes=1, body_hashes=2"
exact_cluster_c9ad1f22b66db309,exact_normalized_body,3,email_fd64d064a465b4056c444d2a3a10d5c0,nazario,email_123273d0611c4851e5054892908b1b6e|email_45cdd95d1e027130d1627df129050a04|email_fd64d064a465b4056c444d2a3a10d5c0,"raw_hashes=3, full_hashes=3, body_hashes=1"
exact_cluster_6a97f4d00ef748ec,exact_normalized_full,4,email_92bef18d2f966640d70d166ca33f8152,nazario,email_27355faff4962064563c906db229e858|email_7b2a98f1f3e464e2a5615d6cbb67c4a1|email_914c61497574f55e4ad569deb427a147|email_92bef18d2f966640d70d166ca33f8152,"raw_hashes=4, full_hashes=1, body_hashes=1"
exact_cluster_ab5c7b8c8f7aeaf5,exact_normalized_body,3,email_f97117d9f6a280856d98b887dfbce86d,nazario,email_db0c22f98bfb398a5e311dd673f953b0|email_f5ead36a391f323dfc83c87e6fd1fc88|email_f97117d9f6a280856d98b887dfbce86d,"raw_hashes=3, full_hashes=2, body_hashes=1"
exact_cluster_d8055766d5af7bcc,exact_normalized_body,4,email_8e44ace76b8927c5c8d912123e4cafc9,nazario,email_08f8db6f436649cb9f7600f3b5aa66fd|email_65ae1a5edc25552f8c74f3d87b9548d4|email_7ad69f2f7f8b5560f0f69fb483575105|email_8e44ace76b8927c5c8d912123e4cafc9,"raw_hashes=4, full_hashes=3, body_hashes=1"
exact_cluster_33b807a104f660c2,exact_normalized_body,24,email_dc256d2204334d806d86922c55c2342a,nazario,email_064a55e738e33d3e695d230d4eaefab1|email_0a2b10af4fefa1e5fa66c3a95bdc9cf3|email_112c6428880cc1a22bdc51d5766e453e|email_17f318a3be1f88f9b159c0c626817dbc|email_22059ce6bf1dd2a9ef741ab3267c8a48|email_26e30859f4a94051172f44110e24c2b6|email_347f13655fd4751ad153f6ff3ff54215|email_40f5d1b26b09e870fe2019483cb47133|email_429ae1ec7ac4fda95955f22082a9f5db|email_44a98ccbd45b7b1918b8936af8813d05|email_5c272be67d890957ea0c7dcf34ad39f4|email_650a9b08ff1a4af33cf2c03f99b5af79|email_749f90f12ab4a70d84cf1c0f414fa5e3|email_74d251fd5394a93d0da6a77307d95366|email_7a597da9aa17de9259767a6252ba417e|email_9645ff50b32c6460723d948b0c611b29|email_9fbd2c170c983eebfb69ddd26fab53f1|email_a4c6367413451f866bfa48dc16f8e72f|email_a5f984c05a5dd79f78f1a4b185cec3b7|email_c10ab71500451c7013bedbd22cb6eaf0|email_dc256d2204334d806d86922c55c2342a|email_dd545a255f7c9e20ed540d3609ecfc6e|email_e2686b91ce94a0f01bbdd05f675f8b83|email_feab3b56d27f6f55b6fa69f3efcbd584,"raw_hashes=24, full_hashes=2, body_hashes=1"
exact_cluster_433d3a9a2d4c6a3c,exact_normalized_full,29,email_72816646a653b95147e97086b05e2f99,nazario,email_069ae14235816b95bc113864b8dd8a29|email_1baee0c0ed33b2bae03854f5ad18b8b5|email_2a63578d4926fe51552d2eacda7b1453|email_3d788e74ef7336d810a326a481b7b480|email_40f71fefc8e2865dbe5b673ba3060058|email_41d2d7f410548138b1be6722d6f928ae|email_45cebda26ac7928fa7fe796a9ad4dbde|email_4f40af52df697de2202bc421f2afa4c5|email_53d41f3f145df71539dfefc695f43202|email_57cfda11a8bee7197d6b5662b9612607|email_59193de695f308fc8e83ff3592057355|email_601c82d589725984172c5e4481dbf454|email_6042a895c0472857cb977c85793b7089|email_6a901dad100e90d8f70547174edc2018|email_7263af24f480821e0bbc01591d34ce58|email_72816646a653b95147e97086b05e2f99|email_79fbf0fb519a0f8d1a1402bff7908521|email_7b1d2d15560a1fdf0eca892d0bc3fcb7|email_7c7fcb06c8038b78c9b60f8cb5c5c49c|email_89822fce02bdebb59cc1f92058be8e28|email_928131ffbef6e34e913802af9e66e9a8|email_92ca8656638ad19ace8eaaee52dcee06|email_a0aa5403641164ec030cbdc5c0502751|email_b7b9b108ad7260e6950b8659054a7073|email_c529225698141c4d8cb999acff1f631c|email_ddbbb3f4f6864187141eff03be6dcb33|email_ec8765066fa9aa4d89170d4761e5d95e|email_ed113ecfc43d4ee303b23ddd2aed82d3|email_f3244ee10b51c7fd52897ec08026bba7,"raw_hashes=29, full_hashes=1, body_hashes=1"
exact_cluster_3bc8b9f307a3fa9f,exact_normalized_body,2,email_06d27bee22c5fe9167d72396c2008d1b,nazario,email_06d27bee22c5fe9167d72396c2008d1b|email_63a74351e39201f3d505fa9e87736223,"raw_hashes=2, full_hashes=2, body_hashes=1"
exact_cluster_059b587082fff25a,exact_normalized_body,4,email_6d3874ce2e556a3b342e0df3a7cb550b,epvme|nazario,email_471b7465296d17149f0e2151f168aac7|email_6d3874ce2e556a3b342e0df3a7cb550b|email_88129257b0d5448d1c63ee276e8927eb|email_9b347533725fa9fd4adc9ee8fc337059,"raw_hashes=4, full_hashes=3, body_hashes=1"
exact_cluster_470f6edad7e1a5fb,exact_normalized_full,4,email_408f1bd2426e4a8fd0ff89c3ef7187b5,nazario,email_0b9a2070766358c52eefa79388625a70|email_408f1bd2426e4a8fd0ff89c3ef7187b5|email_c3e624e8cd1918232c02c4d3973d1e0a|email_cb0308a47d216176b1d6736c861bae2f,"raw_hashes=4, full_hashes=1, body_hashes=1"
exact_cluster_e3efa14f7dc4a101,exact_normalized_full,2,email_b48397b2708456e8f8ff3bd8bf0757e0,nazario,email_2e8ac714e86bfa2b90b5b10006331553|email_b48397b2708456e8f8ff3bd8bf0757e0,"raw_hashes=2, full_hashes=1, body_hashes=1"
exact_cluster_21264a840022d0b7,exact_normalized_body,2,email_891055e6f29faaa5ea02f073f6a1365a,epvme|nazario,email_607f593047724d2955fbdfdeb78d4bc8|email_891055e6f29faaa5ea02f073f6a1365a,"raw_hashes=2, full_hashes=2, body_hashes=1"
exact_cluster_dab4279afd532532,exact_normalized_body,2,email_53cec9204bb22ea1ccdfd3f5a63d8895,epvme|nazario,email_53cec9204bb22ea1ccdfd3f5a63d8895|email_9615c08c2d5f2290433002d604889d61,"raw_hashes=2, full_hashes=2, body_hashes=1"
exact_cluster_deccbd8f1d89dc46,exact_normalized_body,4,email_4a969bfdf1aa4c85852cc2b6d7a0e1d4,nazario,email_4a969bfdf1aa4c85852cc2b6d7a0e1d4|email_5bfdd7acadce2462993a2bce92ab1caa|email_623333655387ec968846471020a1e530|email_6c62dc6b42b50ed3925b2fcf702a2c3d,"raw_hashes=4, full_hashes=2, body_hashes=1"
exact_cluster_7a296f0986cb7567,exact_normalized_full,3,email_ed0445cfaaf66b65d0c08bc1aed48c80,nazario,email_0c50332c2dd75bec878c00abaaa1eef0|email_b965193ab6308e2886d9b705b718e818|email_ed0445cfaaf66b65d0c08bc1aed48c80,"raw_hashes=3, full_hashes=1, body_hashes=1"
exact_cluster_053197e50bc59618,exact_normalized_body,2,email_9199c167019c705eec742ab94169fdc5,epvme|nazario,email_731b7aeda8bc7705ee4a5daa75d34853|email_9199c167019c705eec742ab94169fdc5,"raw_hashes=2, full_hashes=2, body_hashes=1"
exact_cluster_f66b50c141f2d18d,exact_normalized_body,4,email_bb89328e701d3e8e1dabbec4bd83515c,nazario,email_10d07776199b731ba7722a2317ac7c82|email_9823ebe3f648ea9da61d1c6fbe3ab45a|email_a53f8ef8edd25221bca396b8999e9955|email_bb89328e701d3e8e1dabbec4bd83515c,"raw_hashes=4, full_hashes=2, body_hashes=1"
exact_cluster_4c8da0f51b939633,exact_normalized_body,2,email_3b50159a0fe6a36905df629a0e53b4c1,nazario,email_3b50159a0fe6a36905df629a0e53b4c1|email_856428e4f6cde01d824b2fe3c4aa0c04,"raw_hashes=2, full_hashes=2, body_hashes=1"
exact_cluster_53408f223226c902,exact_normalized_full,3,email_16dd0ed7cdeef587e21047f4e44818cc,nazario,email_16dd0ed7cdeef587e21047f4e44818cc|email_846c98401f63128d41086172812cea0f|email_b42c2b846c3469a0df0194f15f2f8ec7,"raw_hashes=3, full_hashes=1, body_hashes=1"
exact_cluster_56b2506627597315,exact_normalized_full,3,email_0152c0bc3da47e0cbde3e146d9c3b68c,nazario,email_0152c0bc3da47e0cbde3e146d9c3b68c|email_23949218446767f8457edddf1616c7e1|email_c2912371b15fa8df86107ac83fa0b723,"raw_hashes=3, full_hashes=1, body_hashes=1"
exact_cluster_edfb65109e721adc,exact_normalized_full,2,email_482dc46a5cc15b2370d876277cbb1ee4,nazario,email_482dc46a5cc15b2370d876277cbb1ee4|email_79d29fe2e101b033ee2a0ff5c0ee3c03,"raw_hashes=2, full_hashes=1, body_hashes=1"
exact_cluster_1af26191553bd812,exact_normalized_full,2,email_bbd1c3ae4f51a2cf545fe191bef04023,nazario,email_95ef5dbb455e9be1bf8411cd34f62c71|email_bbd1c3ae4f51a2cf545fe191bef04023,"raw_hashes=2, full_hashes=1, body_hashes=1"
exact_cluster_261e471365b86fdb,exact_normalized_full,2,email_e5d1b313d96025cb34af831ca871bc9e,nazario,email_c6292551fc99144a7d3f49db70b314d5|email_e5d1b313d96025cb34af831ca871bc9e,"raw_hashes=2, full_hashes=1, body_hashes=1"
exact_cluster_409803479273f20c,exact_normalized_full,3,email_7b61693aa9b589920b36c01905891d79,nazario,email_305637defcd70868a9087c495c953f35|email_352a44a90e863f7b2ae6d8ce1025bfd0|email_7b61693aa9b589920b36c01905891d79,"raw_hashes=3, full_hashes=1, body_hashes=1"
exact_cluster_1e9497cf8bca5e80,exact_normalized_full,3,email_d7949b2b21e4ac901780d641b018e8b4,nazario,email_231b57a3ea4d922e3f094f24af3f596a|email_d7949b2b21e4ac901780d641b018e8b4|email_f948f882290dd0527f09e1b6d6a43d20,"raw_hashes=3, full_hashes=1, body_hashes=1"
exact_cluster_d281b698292f8184,exact_normalized_body,2,email_98c9648e38aac825f798cd99b06b64cc,nazario,email_86a63f2cf9e81fddc9880ce35afd4152|email_98c9648e38aac825f798cd99b06b64cc,"raw_hashes=2, full_hashes=2, body_hashes=1"
exact_cluster_f85bd731a3f9b64f,exact_normalized_full,2,email_26bb8deaf0825853e59194cb894cbe24,nazario,email_26bb8deaf0825853e59194cb894cbe24|email_27c07a75a862f0675463bdfd8fa3ee83,"raw_hashes=2, full_hashes=1, body_hashes=1"
exact_cluster_91162eb16a56fbaa,exact_normalized_full,2,email_cb078fae5e0d3e4d79ef1d9c495aee35,nazario,email_547da07dc05e4e83ef03106cb076ab94|email_cb078fae5e0d3e4d79ef1d9c495aee35,"raw_hashes=2, full_hashes=1, body_hashes=1"
exact_cluster_52c26281aaed86eb,exact_normalized_body,3,email_971f07eb0a15d90b564e8ddd2dacac69,nazario,email_2c57c9cc1b235feb97494c0e5056441d|email_70175ec0032ca557d4e9c5cb7cba8192|email_971f07eb0a15d90b564e8ddd2dacac69,"raw_hashes=3, full_hashes=2, body_hashes=1"
exact_cluster_340b2c87b4e3e1c5,exact_normalized_body,5,email_e9eb1cbee79d8f333b0cae74ce6b515e,nazario,email_2adbfe7db838681b91a664558de4fa78|email_64b0d955c0c5dfe3c37187d305c80c80|email_9b4e130d317e94655c59ef0aa337498e|email_9bb9cb30c12c51be6fb6b54acfbf1198|email_e9eb1cbee79d8f333b0cae74ce6b515e,"raw_hashes=5, full_hashes=2, body_hashes=1"
exact_cluster_79f41514df6d2ebe,exact_normalized_full,2,email_988dc801b950f3a0b9727146c764e568,nazario,email_96af2cb7423d28f79bdbca5ad0d9842e|email_988dc801b950f3a0b9727146c764e568,"raw_hashes=2, full_hashes=1, body_hashes=1"
exact_cluster_ef52b14b74f7cd23,exact_normalized_body,2,email_c5edd2e779b823333d3b5d189defa4fc,nazario,email_607b93a530af0063ff5c46f93ec2df09|email_c5edd2e779b823333d3b5d189defa4fc,"raw_hashes=2, full_hashes=2, body_hashes=1"
exact_cluster_66b12e4597f6ab63,exact_normalized_body,2,email_8b4a43cd6ed67964f8c0ee16350eee8f,nazario,email_8b4a43cd6ed67964f8c0ee16350eee8f|email_baf6e41b099b98f9e7807697a93d0112,"raw_hashes=2, full_hashes=2, body_hashes=1"
exact_cluster_255fc12e56f71c03,exact_normalized_body,2,email_8dab1eef32b7e353999172a9c14e0c8c,nazario,email_71e302b1476c506e362cd341bb9a7604|email_8dab1eef32b7e353999172a9c14e0c8c,"raw_hashes=2, full_hashes=2, body_hashes=1"
exact_cluster_ad4a89e53f4342c8,exact_normalized_full,2,email_d7a462ee8fbc932c0d0b9ea9edc8b4ff,nazario,email_37ea74cc404e1582a1cc2f81d872c272|email_d7a462ee8fbc932c0d0b9ea9edc8b4ff,"raw_hashes=2, full_hashes=1, body_hashes=1"
